date,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,wind_speed_10m
2024-04-20 00:00:00+00:00,5.8954997,95.0,0.0,0.0,100.0,6.6185193
2024-04-20 01:00:00+00:00,5.9954996,91.0,0.0,0.0,100.0,7.208994
2024-04-20 02:00:00+00:00,5.7955,90.0,0.0,0.0,98.0,13.441071
2024-04-20 03:00:00+00:00,5.4455,87.0,0.0,0.0,97.0,16.575644
2024-04-20 04:00:00+00:00,4.6955,82.0,0.0,0.0,99.0,19.829433
2024-04-20 05:00:00+00:00,4.0955,80.0,0.0,0.0,94.0,20.16
2024-04-20 06:00:00+00:00,4.0955,78.0,0.0,0.0,100.0,18.72
2024-04-20 07:00:00+00:00,4.8455,70.0,0.0,0.0,100.0,20.008356
2024-04-20 08:00:00+00:00,5.4455,65.0,0.0,0.0,66.0,18.345877
2024-04-20 09:00:00+00:00,7.0455,48.0,0.0,0.0,100.0,16.09969
2024-04-20 10:00:00+00:00,7.1955,49.0,0.0,0.0,98.0,15.496736
2024-04-20 11:00:00+00:00,7.8455,50.0,0.0,0.0,100.0,15.158522
